,Title,Call_Number
377,Androgyny Psychology  History Androgyny in literature French literature  19th century  History and criticism Feminist criticism,BF692:Psychology of Sex. Sexual Behavior
378,Astrology Chinese,BF1651-1729:Astrology
379,Dreams,BF1048-1108:Hallucinations. Sleep. Dreaming. Visions
380,Leadership Control Psychology Executives  Psychology,BF636-637:Applied psychology
381,Jung C G Carl Gustav 18751961  Religion Judaism and psychoanalysis  History Antisemitism  History  20th century Psychoanalysis  History Psychology,BF65-172:Psychology
382,Auditory perception Speech perception,BF309-499:Consciousness. Congition
383,Piaget Jean 18961980  Congresses Genetic epistemology  Congresses Genetic psychology  Congresses,BF712-724:Developmental psychology
384,Human information processing Questionanswerings systems Questioning Artificial intelligence,BF309-499:Consciousness. Congition
385,Hallucinogenic drugs LSD Drug Drugs  Law and legislation  United States,BF207-209:Psychotropic drugs and other substances
386,Cognitive science  Europe,BF309-499:Consciousness. Congition
389,Child psychology Learning Psychology of Educational psychology,BF309-499:Consciousness. Congition
391,Spiritualism  Controversial literature Spiritualism,BF1001-1045:Psychic research. Psychology of the conscious.
393,Decision making  Sex differences Decision making  Psychological aspects Women  Psychology,BF309-499:Consciousness. Congition
394,Psychology  Miscellanea Health  Miscellanea Social problems  Miscellanea Mental health Psychological development Popular versus scientific theories,BF65-172:Psychology
396,Witchcraft  Mexico  History Witchcraft  New Spain  History Magic  Mexico  History Magic  New Spain  History Mexico  Religious life and customs New Spain  Religious life and customs,BF1562-1584:Witchcraft
397,Bullying  United States  Handbooks manuals etc School psychology  United States Classroom management  United States  Handbooks manuals etc,BF636-637:Applied psychology
398,Counseling Brief psychotherapy,BF636-637:Applied psychology
399,Personality Personal construct theory,BF698:Personality
400,Astrology  History,BF1651-1729:Astrology
401,Loss Psychology Bereavement  Psychological aspects Death  Psychological aspects,BF511-593:Affection. Feeling. Emotion
402,Skinner B F Burrhus Frederic 19041990 Psychology  Philosophy Behaviorism Psychology Skinner B F Burrhus Frederic 19041990 Beyond freedom and dignity,BF38-64:Philosophy
404,Procrastination,BF511-593:Affection. Feeling. Emotion
406,Environmental psychology,BF309-499:Consciousness. Congition
407,Satanism Child abuse,BF1501-1561:Demonology. Satanism. Possession
408,Jung C G Carl Gustav 18751961 Coincidence  Psychic aspects Angels Jungian psychology  Religious aspects Psychoanalysis and religion Psychology and religion,BF65-172:Psychology
409,Selfactualization Psychology Psychology Applied,BF636-637:Applied psychology
410,Reading Psychology of,BF309-499:Consciousness. Congition
411,Trust in children Adjustment Psychology in children Children  Counseling of School psychology,BF712-724:Developmental psychology
412,Speech,BF309-499:Consciousness. Congition
413,Selfactualization Psychology Diaries  Authorship  Psychological aspects Meditation Attitude change Course in Miracles,BF636-637:Applied psychology
414,Bereavement  Psychological aspects Grief Teenagers  Death  Psychological aspects Children  Death  Psychological aspects Loss Psychology,BF511-593:Affection. Feeling. Emotion
415,Conduct of life,"BF638-648:New Thought. Menticulture, etc."
416,Errors Failure Psychology,BF309-499:Consciousness. Congition
417,Hermes Trismegistus,BF1585-1623:Magic. Hermetics. Necromancy
418,Bereavement  Psychological aspects Grief Widows  Psychology Widows  Life skills guides Life change events,BF511-593:Affection. Feeling. Emotion
419,Decision making Decision making  Moral and ethical aspects Imagery Psychology,BF309-499:Consciousness. Congition
420,Spiritual healing  Egypt Healing  Religious aspects  Islam Zār  Egypt Women  Egypt  Cairo  Social conditions,BF1228-1389:Spiritualism
421,Psychology  China  History,BF65-172:Psychology
422,Personality assessment,BF698:Personality
423,Psychology  History Psychology  History  20th century Psychology  Philosophy,BF65-172:Psychology
424,Freud Sigmund 18561939 Psychoanalysis and religion,BF173-175:Psychoanalysis
425,Shamanism Philosophical anthropology Castaneda Carlos 19311998 Juan Don 18911973 Yaqui Indians  Religion,BF1585-1623:Magic. Hermetics. Necromancy
426,Divination I ching,BF1745-1779:Oracles. Sibyls. Diviniations
427,Psychology  Research  Methodology,BF65-172:Psychology
428,Astrology,BF1651-1729:Astrology
429,Psychology  China,BF38-64:Philosophy
430,Psychology  Vocational guidance,BF65-172:Psychology
431,Aging  Psychological aspects Older people  Psychology Older people  Mental health services,BF712-724:Developmental psychology
432,Ability  Crosscultural studies Ability  Testing Minorities  Psychological testing,BF309-499:Consciousness. Congition
433,Selfactualization Psychology Success,BF636-637:Applied psychology
434,Conditioned response Behaviorism Psychology,BF309-499:Consciousness. Congition
435,Psychoanalysis Incest victims Freud Sigmund 18561939 Masson J Moussaieff Jeffrey Moussaieff 1941 Eissler K R Kurt Robert 19081999 Freud Anna 18951982 Psychoanalysts  Biography,BF173-175:Psychoanalysis
436,Mathematical ability Mathematical ability  Cross cultural studies Number concept in children Number concept in children  Cross cultural studies Human information processing Cognitive psychology,BF309-499:Consciousness. Congition
437,Reevaluation counseling Counseling  methods,BF636-637:Applied psychology
438,Stress Psychology Life cycle Human,BF511-593:Affection. Feeling. Emotion
439,Jung C G Carl Gustav 18751961 Coincidence Psychoanalysis and culture Civilization Modern  Psychological aspects,BF173-175:Psychoanalysis
440,Extrasensory perception Parapsychology Parapsychology  Research,BF1228-1389:Spiritualism
441,Selfperception  Study and teaching Elementary,BF697:Differential psychology. Individuality. Self
442,Apologizing,BF511-593:Affection. Feeling. Emotion
443,Intellect Developmental psychology,BF309-499:Consciousness. Congition
444,Freud Sigmund 18561939 Psychoanalysis and religion,BF173-175:Psychoanalysis
445,Factor analysis Psychometrics,BF38-64:Philosophy
446,Adjustment Psychology in old age  Longitudinal studies Happiness in old age  Longitudinal studies,BF712-724:Developmental psychology
447,Child psychology  Philosophy Children  Nutrition  Psychological aspects Children  Nutrition  Social aspects Environmental psychology,BF712-724:Developmental psychology
448,Group counseling Group psychotherapy Group counseling  Case studies Group psychotherapy  Case studies,BF636-637:Applied psychology
449,Mother and infant Infant psychology,BF712-724:Developmental psychology
450,Human beings Human rights Human evolution Human behavior Behavior evolution Anthropology,BF199-202:Psychology
451,Darwin Charles 18091882 Genius Creative ability,BF309-499:Consciousness. Congition
452,Adolescent psychology Psychology Comparative,BF712-724:Developmental psychology
453,Psychology  History,BF65-172:Psychology
454,Psychology  Research  Methodology  Textbooks Psychology Experimental  Textbooks,BF65-172:Psychology
455,Personality  Textbooks,BF698:Personality
456,Psychology  Philosophy,BF38-64:Philosophy
458,Personality tests Personality,BF698:Personality
460,Aggressiveness Control Psychology War  Psychological aspects Civilization Social evolution,BF511-593:Affection. Feeling. Emotion
461,Adulthood  Psychological aspects Children and adults Social psychology,BF712-724:Developmental psychology
462,Psychology Philosophy of mind Psychology Pathological Psychotherapy,BF65-172:Psychology
463,Prejudices in children  United States Racism  United States Race awareness in children  United States Sex role in children  United States United States  Race relations,BF712-724:Developmental psychology
464,Psychologists  Professional ethics  Case studies Psychology  Moral and ethical aspects  Case studies,BF65-172:Psychology
465,Emotions Affect Psychology,BF511-593:Affection. Feeling. Emotion
466,Intelligence tests Ability  Testing Psychological tests for children,BF309-499:Consciousness. Congition
467,Witchcraft  Netherlands Trials Witchcraft  Netherlands,BF1562-1584:Witchcraft
468,Lacan Jacques 19011981 Freud Sigmund 18561939  Influence Psychoanalysis Psychoanalysis  France  History Feminism,BF173-175:Psychoanalysis
471,Prophets  Middle East  History Prophecy  History Middle Eastern literature,BF1745-1779:Oracles. Sibyls. Diviniations
473,Father and infant Mother and infant Parent and infant Attachment behavior Child care  Psychological aspects Sex role,BF712-724:Developmental psychology
476,Cognitive psychology Writing  Psychological aspects Research  Psychological aspects,BF199-202:Psychology
477,Adolescence Adolescent psychology Teenagers  Family relationships Teenagers  Sexual behavior Interpersonal relations,BF712-724:Developmental psychology
478,Spiritualism  Brazil  Rio de Janeiro  History Spiritualism  Brazil  Rio de Janeiro State  History,BF1228-1389:Spiritualism
479,Dream interpretation Jungian psychology Freud Sigmund 18561939 Jung C G Carl Gustav 18751961,BF173-175:Psychoanalysis
480,Psychoanalysts  Interviews,BF173-175:Psychoanalysis
481,Grief Bereavement  Psychological aspects Death  Psychological aspects Loss Psychology Hope,BF511-593:Affection. Feeling. Emotion
482,Conflict Psychology  Research,BF501-505:Motivation
483,Counseling Psychodiagnostics,BF636-637:Applied psychology
484,None,BF636-637:Applied psychology
485,Phrenology Physiognomy Wells Junius F Junius Free 18541930 Smith Joseph Jr 18051844  Portraits,BF840-885:Physiognomy. Phrenology
486,Stress Psychology Stress Psychology  Prevention,BF511-593:Affection. Feeling. Emotion
487,Astrology  Early works to 1800,BF1651-1729:Astrology
488,Developmental psychology  Longitudinal studies Antisocial personality disorders  Longitudinal studies Psychology  Research  Methodology,BF712-724:Developmental psychology
489,Magic  History  20th century Witchcraft  History  20th century Paganism  History  20th century Goddess religion  History  20th century,BF1562-1584:Witchcraft
490,Milner Marion Blackett  Psychology Milner Marion Blackett  Family Child psychology Psychoanalysis,BF65-172:Psychology
492,TwinsPsychology Bereavement,BF712-724:Developmental psychology
493,Astrology Chinese Yinyang,BF1651-1729:Astrology
495,Fantasy Fantasy  Social aspects,BF309-499:Consciousness. Congition
496,Body language Facial expression Nonverbal communication,BF636-637:Applied psychology
497,Emotions in children,BF712-724:Developmental psychology
498,Interpersonal communication in children Imitation in children Symbolism Psychology in children Social interaction in children Children  Language,BF712-724:Developmental psychology
499,Negotiation Interpersonal relations,BF636-637:Applied psychology
500,Social perception Stereotypes Social psychology,BF309-499:Consciousness. Congition
501,Intellect Intelligence tests Race Black people  Intelligence levels Men  Intelligence levels Stereotypes Social psychology Sex discrimination in psychology,BF309-499:Consciousness. Congition
502,Psychoanalysis  Philosophy Love,BF173-175:Psychoanalysis
503,Astrology Chinese,BF1651-1729:Astrology
504,Moral development,BF712-724:Developmental psychology
505,Grief Loss Psychology Control Psychology,BF511-593:Affection. Feeling. Emotion
506,Happiness Interpersonal relations Health Developmental psychology Social classes,BF511-593:Affection. Feeling. Emotion
507,Sex Psychology Sex differences Psychology Interpersonal relations Men  Psychology Women  Psychology,BF692:Psychology of Sex. Sexual Behavior
508,Magic Ancient Rites and ceremonies,BF1585-1623:Magic. Hermetics. Necromancy
509,Space perception Psychometrics Psychology Experimental,BF309-499:Consciousness. Congition
510,Graphology Drawing Psychology of Child psychology,BF889-905:Graphology. Study of handwriting
511,Psychoanalysis,BF173-175:Psychoanalysis
512,Learning Psychology of Language acquisition,BF309-499:Consciousness. Congition
513,Imagery Psychology Psychoanalysis Jung C G Carl Gustav 18751961,BF309-499:Consciousness. Congition
514,Great Sphinx Egypt  Miscellanea Great Pyramid Egypt  Miscellanea Egypt  Antiquities  Miscellanea,BF1892-2049:Occult sciences
516,Grief in children Bereavement in children Loss Psychology,BF712-724:Developmental psychology
517,Minnesota Multiphasic Personality Inventory,BF698:Personality
520,Psychology Sociobiology Genetic psychology,BF38-64:Philosophy
522,Emotions in literature Emotions  Sociological aspects Cognition,BF511-593:Affection. Feeling. Emotion
